date,taiex_close,taiex_drawdown,asset,asset_source
2020-03-12,10422.32,-0.14429535436102858,17.21535301208496,0050 Yahoo adjusted close
2020-03-13,10128.87,-0.1683885052394084,16.97435760498047,0050 Yahoo adjusted close
2020-03-16,9717.77,-0.20214108430262867,16.198986053466797,0050 Yahoo adjusted close
2020-03-17,9439.63,-0.22497723691913096,15.68556022644043,0050 Yahoo adjusted close
2020-03-18,9218.67,-0.24311873502131798,15.255967140197754,0050 Yahoo adjusted close
2020-03-19,8681.34,-0.28723518675578674,14.365334510803223,0050 Yahoo adjusted close
2020-03-20,9234.09,-0.24185270541987103,15.50743579864502,0050 Yahoo adjusted close
2020-03-23,8890.03,-0.27010109353101563,14.836845397949219,0050 Yahoo adjusted close
2020-03-24,9285.62,-0.23762193334707182,15.55982494354248,0050 Yahoo adjusted close
2020-03-25,9644.75,-0.20813625171492822,16.10468292236328,0050 Yahoo adjusted close
2020-03-26,9736.36,-0.20061478791541076,16.17802619934082,0050 Yahoo adjusted close
2020-03-27,9698.92,-0.20368872749246492,16.05229377746582,0050 Yahoo adjusted close
2020-03-30,9629.43,-0.2093940710076757,15.895127296447754,0050 Yahoo adjusted close
2020-03-31,9708.06,-0.20293830527734014,15.957990646362305,0050 Yahoo adjusted close
2020-04-01,9663.63,-0.2065861454324821,15.905604362487793,0050 Yahoo adjusted close
2020-04-06,9818.74,-0.1938511356088477,16.146596908569336,0050 Yahoo adjusted close
2020-04-07,9996.39,-0.17926552220436942,16.450454711914062,0050 Yahoo adjusted close
2020-04-08,10137.47,-0.16768241869126044,16.680973052978516,0050 Yahoo adjusted close
2020-04-09,10119.43,-0.16916355838063146,16.60762596130371,0050 Yahoo adjusted close
